sentence_id,article_id,publisher,sentence_text,gpt_focus,gpt_type,gpt_tone,focus,type,tone
e2e848b6a6844f2a4d444971c2ec0a30,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,"“The evidence remains overwhelmingly clear: the jury’s verdict was just, and the punishment fits the heinous crime.”",neither,quote,negative,neither,quote,negative
b9de9979a7bf45ad9a721028d468aff6,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,"Though Kitty Menendez was not accused of abusing her sons, she pears to have facilitated the abuse, according to her sons’ legal filings.",neither,fact,neutral,neither,fact,neutral
600a8f530342bccd6118d654c20d4f53,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,One cousin testified during the brothers’ first trial that Lyle told her he was too scared to sleep in his room because his father would come in and touch his genitals.,neither,fact,neutral,neither,fact,neutral
a5ce215db6938ef6bcc7a5783a59aa61,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,"When the cousin told Kitty Menendez, she “angrily dragged Lyle upstairs by his arm,” the petition said.",neither,quote,neutral,neither,quote,neutral
7cf18e3048bfa4a58d193c0296e6a845,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,"Another family member testified that when Jose Menendez was in the bedroom with one of the boys, no one was allowed to walk down the hallway outside.",neither,fact,neutral,neither,fact,neutral
b50564a85525578076ebda9f3972d055,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,Could an election turn the tide again?,neither,borderline,neutral,neither,borderline,neutral
e3b590b1e0fab51d248653f2cd406d41,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,The LA district attorney is in the middle of a tough reelection fight against former federal prosecutor Nathan Hochman who has blamed Gascón’s progressive reform policies for recent high-profile murders and increased retail crime.,neither,fact,neutral,neither,fact,neutral
e4bad3a857531b9c00968128a9776057,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,"Gascón said Thursday that his office has recommended resentencing for some 300 offenders, including people behind bars for murder.",neither,fact,neutral,neither,fact,neutral
7f196a486510850a65d580dcab901b92,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,"Hochman on Thursday questioned the timing of the Gascón’s announcement, coming less than two weeks before the election and calling it a “desperate political move.”",neither,quote,negative,neither,quote,neutral
6103c40894f0d5f03c83e949354edefc,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,He said he is unable to form his own opinion on the case without access to confidential records and relevant witnesses.,neither,quote,neutral,neither,quote,neutral
70b8046fb9b3701f033eb009e3e1a8c9,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,"“If I become DA and the case is still pending at that time, I will conduct a review consistent with how I would review any case,” Hochman said.",neither,quote,neutral,neither,quote,neutral
f3cac29d659b767c647bfc950ea0111e,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,The Menendez case has gained new traction in recent weeks after Netflix began streaming the true-crime drama “ Monsters: The Lyle and Erik Menendez Story.,neither,quote,neutral,neither,fact,neutral
eb491824342a324905f0c25379f2f087,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,”The evidence under prosecutorial review included a letter written by Erik Menendez that his attorneys say corroborates the allegations that he was sexually abused by his father.,neither,quote,neutral,neither,quote,neutral
69fe21525d45205c7e014a2f83acf1d4,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,"Roy Rossello, a former member of the Latin pop group Menudo, also recently came forward saying he was drugged and red by Jose Menendez, the boys’ father, when he was a teen in the 1980s.",neither,fact,neutral,neither,fact,neutral
f5fc1442b9151fc7ee22998dad071079,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,"Menudo was signed under RCA Records, which Jose Menendez headed at the time.",neither,fact,neutral,neither,fact,neutral
c3236a8889665b04acef80b53dd2e380,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,Rossello spoke about his abuse in the 2023 Peacock docuseries “Menendez + Menudo: Boys Betrayed.”,neither,quote,neutral,neither,fact,neutral
503f355d6b67a3deff2281f4a5e231a6,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,"His allegations are part of the evidence listed in the petition filed last year by the Menendez brothers’ attorney, seeking a review of their case.",neither,fact,neutral,neither,fact,neutral
0b039811a5168d4eae987365119b527f,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,Rossello’s assertion that he was red twice by Jose Menendez is part of the Menendez brothers’ petition.,neither,fact,neutral,neither,fact,neutral
0427285aa30d206b63b7e0cb52a14a73,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,___,neither,other,neutral,neither,other,neutral
c779d5a69f621431fbb3f103a9c29e82,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,This story corrects the spelling of Milton Andersen’s name.,neither,fact,neutral,neither,other,neutral
46c0579d39fdcf25ee20933c70de06a0,01b0d8ea3c0d1f16a6eb6564ea04dd48,apnews,It is not Anderson.,neither,fact,neutral,neither,other,neutral
2f940e908c969c7cc37aa82c5b83cc55,046b8819d2e6f5f8821c6fc59e790bc4,apnews,WASHINGTON () —,neither,other,neutral,neither,other,neutral
2e678dbc1d3c5f8777e73b58424a7c5f,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"As a presidential race profoundly shed by Americans’ frustration with high prices nears its end, the government said Thursday that an inflation gauge closely watched by the Federal Reserve has dropped to near pre-pandemic levels.",neither,fact,neutral,republican,fact,neutral
c0f99f7ef58add0845ad22eba783d459,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"The Commerce Department reported that prices rose just 2.1% in September from a year earlier, down from a 2.3% rise in August.",neither,fact,neutral,neither,fact,neutral
ff6fa2cd8baa5cd6f5a77b1302e96898,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"That is barely above the Fed’s 2% inflation target and in line with readings in 2018, well before prices began surging after the pandemic recession.",neither,fact,neutral,neither,fact,neutral
8619065478abac547c00097d6a18861a,046b8819d2e6f5f8821c6fc59e790bc4,apnews,Yet some signs of inflation pressures remained.,neither,fact,neutral,neither,fact,neutral
6bb7bb58f193e717db0d3c930545de52,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Excluding volatile food and energy costs, so-called core prices rose 2.7% in September from a year earlier for the third straight month.",neither,fact,neutral,neither,fact,neutral
d1f5c5be5b2451335b2e2ddeb3de2f96,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"On a monthly basis, core prices rose 0.3% from August to September, up from 0.2% from July to August.",neither,fact,neutral,neither,fact,neutral
35064a3c110c785d49dd825384feac91,046b8819d2e6f5f8821c6fc59e790bc4,apnews,The increase in the core rate is higher than the Fed would prefer.,neither,fact,neutral,neither,fact,neutral
b62de0f32dc198797fa4bc985236026c,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Still, for the past six months, core inflation has declined to a 2.3% annual rate, down from 2.5% in August.",neither,fact,neutral,neither,fact,neutral
3cb52540b760db903f429fe6eaff7382,046b8819d2e6f5f8821c6fc59e790bc4,apnews,And economists still expect the Fed to cut its key rate by a quarter-point when it meets next week.,neither,fact,neutral,neither,fact,neutral
230116e070e41c4b9e0e955549961ad1,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"“It’s essentially the soft landing that many of us dreamed of,” said Gregory Daco, chief economist at the tax and accounting firm EY, referring to a scenario in which high interest rates manage to tame inflation without causing a recession.",neither,quote,positive,neither,quote,positive
fc0eaf182edbd6650a7457dcbf0bad78,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"“You really have the best of both worlds, with consumer spending growth remaining resilient and inflation moving within striking distance of the Fed’s 2% target.”",neither,quote,positive,neither,quote,positive
ba8e53e1f12cfd4fe4aa9317e652ef35,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"A separate measure of worker pay that the government issued Thursday — the employment cost index — showed that wages and benefits grew just 0.8% in the July-September quarter, the slowest such pace in three years.",neither,fact,neutral,neither,fact,neutral
89942629832fa6b066375bb938203bed,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Measured from the same quarter a year earlier, workers’ paychecks, excluding government employees, rose 3.8%, a pace consistent with the Fed’s inflation target, Daco said.",neither,fact,neutral,neither,fact,neutral
0796e891e39cc56931ad312ac4cf7ba1,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Though faster wage growth provides a boost for workers, it can also fuel inflation if companies pass on their higher labor costs to consumers by raising prices.",neither,fact,neutral,neither,fact,neutral
0d672e155f4cbb7f39ec470b1664af87,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Taken as a whole, the latest signs of a sustained cooling of inflation arrive five days before an election in which many voters have soured on the economy, mostly because average prices remain nearly 20% higher than they were four years ago.",neither,fact,negative,neither,fact,negative
090910a0b0e75fc7e0b03ec3db0eb9f0,046b8819d2e6f5f8821c6fc59e790bc4,apnews,Former President Donald Trump has largely blamed the Biden-Harris administration’s energy policies and promised that inflation would “ vanish completely ” if he is elected.,republican,fact,negative,republican,fact,negative
e1080060213973fd8c6cf0bd2b37b5b7,046b8819d2e6f5f8821c6fc59e790bc4,apnews,Vice President Kamala Harris has promised to ban price gouging for groceries and to reduce child care and health care costs.,democrat,fact,neutral,democrat,fact,neutral
939609d079c070011676becebfade99e,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Economists say Trump’s policies would actually worsen inflation, mainly because of his plans to impose sweeping new tariffs and embark on mass deportations of migrants and other immigrants.",republican,fact,negative,democrat,fact,negative
122954f1176144b672f998259b314278,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Harris’ proposals on price gouging, experts have said, would have little short-term impact.",democrat,fact,neutral,democrat,fact,neutral
3dfddbce8eebecd7a709aadea243df48,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Thursday’s report also showed that Americans remain confident enough in their finances to keep shopping: Spending jumped 0.5% from August to September, which helped the economy expand at a healthy clip in the July-September quarter.",neither,fact,positive,neither,fact,positive
b49d8b4809175a8e5dc1f857b28b0f7b,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Incomes rose more slowly last month, the government said, rising just 0.3%.",neither,fact,neutral,neither,fact,neutral
1f3aad75092993275e24f98d172e4212,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"In response, Americans cut back on their savings, leaving the savings rate at 4.6%, down from 4.8% the previous month.",neither,fact,neutral,neither,fact,neutral
d777df9ba4f45f60c251a4a85e1a7878,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"On a monthly basis, prices inched up 0.2% from August to September, up slightly from a 0.1% increase from July to August.",neither,fact,neutral,neither,fact,neutral
5e3a217a2d0143cc1dddbf44fb7c9790,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Inflation peaked at 7.1% in June 2022 after the economy had accelerated out of the pandemic recession at a time of severe shortages of parts and labor, according to the gauge released Thursday, called the personal consumption expenditures price index.",neither,fact,neutral,neither,fact,neutral
b2637b7225fbe3fef7ac2057a209791d,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Inflation has steadily cooled over the past two years after supply chains recovered from the pandemic disruptions and the Fed jacked up its key interest rate to a four-decade high, depressing home sales and auto purchases.",neither,fact,neutral,neither,fact,neutral
5ec57d17e139177c78f53cc3ce741653,046b8819d2e6f5f8821c6fc59e790bc4,apnews,The Fed tends to favor the inflation gauge that the government issued Thursday — the personal consumption expenditures price index — over the better-known consumer price index.,neither,fact,neutral,neither,fact,neutral
22bdd1726fc0f2a767bd9ef52f0564f6,046b8819d2e6f5f8821c6fc59e790bc4,apnews,The PCE index tries to account for changes in how people shop when inflation jumps.,neither,fact,neutral,neither,fact,neutral
c2715acbdb6822995dd785f30baa676b,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"It can cture, for example, when consumers switch from pricier national brands to cheer store brands.",neither,fact,neutral,neither,fact,neutral
e460d66709953a9e98bf34873fe1aa89,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"In general, the PCE index tends to show a lower inflation rate than CPI.",neither,fact,neutral,neither,fact,neutral
2b802fded263753c8540665af7ead070,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"In part, that’s because rents, which have been high, carry double the weight in the CPI that they do in the index released Friday.",neither,fact,neutral,neither,fact,neutral
cf96e10a372943837253bf3574c51333,046b8819d2e6f5f8821c6fc59e790bc4,apnews,Chair Jerome Powell signaled in late August that the Fed is increasingly confident that inflation is coming under control.,neither,fact,neutral,neither,fact,neutral
667cbacd6b0b1db2e8ba5de4a28fceaa,046b8819d2e6f5f8821c6fc59e790bc4,apnews,And hiring weakened in July and August.,neither,fact,neutral,neither,fact,neutral
6ef3a48c9d33ac543b7bf10b362ec858,046b8819d2e6f5f8821c6fc59e790bc4,apnews,Those trends led the Fed to cut its key rate by an outsize half-point last month.,neither,fact,neutral,neither,fact,neutral
af10cb8607cecda37a476440a71800dc,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"With inflation continuing to slow, the Fed is expected to further reduce its rate by a quarter-point in November and likely by another quarter-point in December.",neither,fact,neutral,neither,fact,neutral
c62e14c96d88a484f098ad873db8e32b,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"The outlook for future rate cuts isn’t quite clear, though.",neither,fact,neutral,neither,fact,neutral
a0079678abf25f37da618b4d73068abc,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"Hiring rebounded sharply in September, and the unemployment rate fell to a low 4.1%, evidence that the job market may be stronger than it had peared last summer.",neither,fact,neutral,neither,fact,neutral
f60cc68115cb69f8159bcf1e0b1dba8f,046b8819d2e6f5f8821c6fc59e790bc4,apnews,Retail sales also rose last month.,neither,fact,neutral,neither,fact,neutral
69663cf01fd787e02f0530797c539d35,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"And on Wednesday, the government estimated that the economy expanded at a 2.8% annual rate in the July-September quarter, a solid pace, fueled by strong consumer spending.",neither,fact,positive,neither,fact,positive
be2dc90166466913b5880aee2e2b6164,046b8819d2e6f5f8821c6fc59e790bc4,apnews,The upbeat economic data has sparked some speculation that the Fed might decide to skip a rate reduction in December or cut rates more slowly next year.,neither,fact,neutral,neither,fact,neutral
26a3fc5b02aaaebe3888c5912694e1b9,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"On Friday, the government will issue its last major economic data before the presidential election: the October jobs report.",neither,fact,neutral,neither,fact,neutral
df5ae1ce4917225fd348fa2b4455e7d8,046b8819d2e6f5f8821c6fc59e790bc4,apnews,"It is likely to provide a more muddled picture than usual of the labor market, because Hurricanes Helene and Milton are thought to have caused tens of thousands of workers to lose their jobs, at least temporarily.",neither,fact,neutral,neither,fact,neutral
99de930809dceea7cce5acf5bb072c51,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Football teams I root for have a maddening habit of following up a big play with a sack, a tackle for a loss, or some setback that erases the gain and leaves things no better than before.",neither,opinion,negative,neither,opinion,negative
cfc592e6aa93e1f072e95db3432b7362,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Those of us who have been dejected by the nation’s long slide into cultural bullying and censorship have seen some highly encouraging gains lately, but experience has taught us to keep our hopes under control.",neither,opinion,neutral,republican,opinion,neutral
508e26966cdcae1205aeb0b146e0a893,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Team Freedom has had a long losing streak, and it will take more than a few first downs to prove that free expression and inquiry are truly back in the game.",neither,opinion,negative,republican,opinion,negative
cb075a323711799fefed6d566d0bce39,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Certainly, the score looks closer in both of the principal arenas of combat.",neither,opinion,neutral,neither,opinion,neutral
a6ae119ad2602dc7e76711c4f61ad01a,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"In academe, the shocking losses of the past school year forced a number of coaching changes and new policies that, if stood by and enforced, will make for freer campus environments.",neither,fact,neutral,republican,fact,neutral
1be6aa36a76dd36628f1f7d38a1429b4,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Dozens of schools, including the University of Southern California and Columbia University, have discovered the propriety, and the safety, of institutional neutrality on matters unrelated to their enterprises and missions.",neither,fact,neutral,republican,fact,neutral
9ceb6c1afba787b532cad24b57898846,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,Many have belatedly deciphered the simple distinction between speech and conduct.,neither,fact,neutral,neither,fact,neutral
fd1a7a40a885a2a7565b803f941c8110,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,Schools including the University of Pennsylvania and Harvard University have banned the encampments and blockades of buildings about which they “negotiated” a few months back.,neither,fact,neutral,republican,fact,neutral
0b96b1888f9a8640f81a84fa62021bd6,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"In the corporate world, the shift seems even more pronounced.",neither,opinion,neutral,neither,opinion,neutral
b7742906a52813636e7e447f20315a81,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Chief executives have ceased genuflecting to the idols of “diversity, equity and inclusion,” closing DEI departments and omitting mentions of the topic and its cousin, “environmental, social and governance” (ESG), from investor calls and annual reports.",neither,fact,neutral,republican,fact,neutral
7d6689dc6e94eef04071fe27b3ef74af,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,External pressures have propelled both trends.,neither,fact,neutral,neither,fact,neutral
b2e7d8cebce742b72fbe09971ba71bd7,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Watching the likes of Target, Disney and Budweiser take sales hits, corporate execs concluded that “virtue”-signaling on political issues they knew nothing about might not be cost-free after all.",neither,fact,neutral,republican,fact,neutral
63e5ba6dca1ea6862bdba607e3aaf113,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Follow Opinions on the newsMany state legislatures have threatened budget cuts or even ordered the closure of DEI programs, as well as an end to the loyalty oaths with which faculties have ensured ideological purity and the exclusion of unwelcome moderate or conservative additions from their ranks.",neither,fact,neutral,republican,fact,neutral
3e5904bd2510067910f9c938d9f6fdb9,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Think of these as defensive holding calls by the referees, first downs due to penalties.",neither,opinion,neutral,neither,opinion,neutral
2aaf7f91e314805732aabbe5e6525af7,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"More than a few college presidents will protest but silently welcome such mandates, which enable them to shrink or close frequent sources of division and discord on their campuses, saving needed dollars as they do.",neither,opinion,neutral,neither,opinion,neutral
4fb00cef93419b36df9b5d0a4bf26a13,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,The intellectual front has also brightened.,neither,opinion,positive,neither,opinion,positive
4a3cc9ae36dc48a66de733a31420be65,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"The American Academy of Arts and Sciences devoted its entire summer 2024 journal, Daedalus, to a lively colloquium on “the future of free speech.”",neither,quote,neutral,neither,fact,neutral
f5a4e036557193513304e8956dc1c9e8,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,No one attempted to make a case for the censorship regimes that have been so dominant in our era.,neither,fact,neutral,neither,opinion,neutral
1c88a792655fce511bbcfc74be17889d,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Among the broader public, free expression is selling books.",neither,fact,neutral,neither,opinion,neutral
4e306005af51488b96aac4c856111c72,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Scholars such as Yale University political scientist Keith E. Whittington, author of the recent book “You Can’t Teach That!,” have challenged campus groupthink in the most damning and effective way, by pointing out that enforced conformity of thought strikes at the heart of the academic enterprise: the advance of knowledge through, and only through, the collision and constant comparison of alternative views.",neither,fact,neutral,republican,fact,neutral
9f1e01e4986dd6308232da9527435b4b,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Greg Lukianoff and Rikki Schlott’s bestseller last year, “The Canceling of the American Mind,” inundated its readers with examples of the abuses, and the viciousness, with which the mini-tyrants in our institutions have been stifling the views they deem unacceptable, while trying to compel obeisance to their own brand of orthodoxy.",neither,fact,negative,republican,fact,neutral
c579a3063cfab9590048bc1a237793d5,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,Yet every promising gain seems to be followed by a negative yardage play.,neither,opinion,negative,neither,opinion,negative
570ef5cf4ae612a78e9a6235fad0080c,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Penn, the same school that announced changes to its policies regarding campus disruption and encampment, turned around last month and suspended a faculty member, law professor Amy Wax, explicitly because of her viewpoints.",neither,fact,negative,republican,fact,negative
41f18b3d6cc1b016f9ddb2d9b87666da,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,Cornell University last month allowed about 100 students to shut down a job fair — some companies involved in national defense work were present — thereby directly interfering with their schoolmates’ career aspirations.,neither,fact,negative,republican,fact,negative
b1e371d9034ada51ac0b82110b8d76fd,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"The school announced penalties, but we’ll see.",neither,opinion,neutral,neither,opinion,neutral
964fa072e27a17a96c70493532a5a53d,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,Similar announcements of disciplinary action by Columbia and other colleges were quietly shelved a few months after being issued.,neither,fact,negative,neither,fact,negative
214fbd31ab44a04eaefbaec59c21754e,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,There is zero doubt that many of the parent improvements are illusory or meant to be temporary.,neither,opinion,negative,republican,opinion,negative
688ad2ee3bbf7c00656f3bf2f7952317,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"The DEI label and loyalty oaths might go away, but the same practices and pressures will often remain.",neither,opinion,negative,republican,opinion,negative
c7be73a1a70943d55a900e7fcabac0ce,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"Referees, preferably trustees and corporate directors rather than politicians, will need to be vigilant.",neither,opinion,neutral,republican,opinion,neutral
2732f45899ee9797f06c20890cffd5ab,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,The contest will ultimately be decided by the 12th Man — the public in the bleachers.,neither,opinion,neutral,neither,opinion,neutral
5bdaea42351e785b6790c07d1b3fa191,06a99d616ad7ab7f9720f2cf4dee28eb,washingtonpost,"An analysis in the Economist last month declared that we have passed “peak woke,” and that opinion is moving against the censors and silencers.",neither,fact,neutral,neither,fact,neutral
