article_id,cluster_id,publisher,theme,title,url,human_choice
6a4ad15e346451ddac57bbb4578efa27,28c11008a851943ca749f710b8e24ca6,cnn,High-Stakes Vice Presidential Debate: Vance vs. Walz,Fact-checking the CBS News vice presidential debate between Vance and Walz | CNN Politics,https://www.cnn.com/2024/10/01/politics/fact-check-vance-walz-debate/index.html,High-Stakes Vice Presidential Debate: Vance vs. Walz
da304660698552c9d3938fd728fdf669,e9ef41cd3caee7e1b4ec92dfd7806a08,cnn,High-Stakes Vice Presidential Debate: Vance vs. Walz,Speaking times during the vice presidential debate | CNN Politics,https://www.cnn.com/2024/10/01/politics/speaking-times-vance-walz-debate-dg/index.html,High-Stakes Vice Presidential Debate: Vance vs. Walz
72b99f5850bfbe1c393dcd3c0de2909c,a135a35ce2e1b0bda9549b3c2bae20de,wsj,High-Stakes Vice Presidential Debate: Vance vs. Walz,How JD Vance and Tim Walz Will Try to Win Tomorrow’s VP Debate - WSJ,https://www.wsj.com/politics/elections/walz-vs-vance-debate-how-win-7f930c7e,High-Stakes Vice Presidential Debate: Vance vs. Walz
aa41af6f7de3dd2c93904ee3638871aa,68a7ef643b71e90e879d962cb9d857f9,breitbart,High-Stakes Vice Presidential Debate: Vance vs. Walz,JD Vance: Deportations Will Raise Americans' Wages,https://www.breitbart.com/politics/2024/10/01/jd-vance-deportations-will-raise-americans-wages,High-Stakes Vice Presidential Debate: Vance vs. Walz
9c0061f93fcc3af542347e7b2be40656,a135a35ce2e1b0bda9549b3c2bae20de,nytimes,High-Stakes Vice Presidential Debate: Vance vs. Walz,Vance-Walz V.P. Debate: Live Fact-Checking and Analysis,https://www.nytimes.com/live/2024/10/01/us/walz-vance-vp-debate,High-Stakes Vice Presidential Debate: Vance vs. Walz
9127fd6c2c534c0855b8be5a36cbc415,385ace2dd88711a77bb39e521a4263bc,breitbart,High-Stakes Vice Presidential Debate: Vance vs. Walz,Trump's Live Reactions: Moderators 'Trying to Get the Pathetic Democrat Across the Finish Line',https://www.breitbart.com/politics/2024/10/01/donald-trump-live-reactions-moderators-trying-get-pathetic-democrat-finish-line,High-Stakes Vice Presidential Debate: Vance vs. Walz
6ca9a3dc69f7b2ecbfae042841bf3f01,9e4c68eadc906f70a641f503bb7a3520,nytimes,High-Stakes Vice Presidential Debate: Vance vs. Walz,Opinion | The Vance-Walz Debate: Four Columnists Brace for Impact,https://www.nytimes.com/2024/10/01/opinion/jd-vance-tim-walz-debate.html,High-Stakes Vice Presidential Debate: Vance vs. Walz
f9fe148dd89fcef5c31f1642bdbaa2ba,75e433db8f5ba3d96b51289052b095d4,huffpost,High-Stakes Vice Presidential Debate: Vance vs. Walz,Democrats Troll Trump On His Own Building With 'Idiot' Message From JD Vance,https://www.huffpost.com/entry/trump-tower-jd-vance-debate_n_66fbf91ce4b0ccc050c4a7ce,High-Stakes Vice Presidential Debate: Vance vs. Walz
cee16bc2b3524081f9c95d705aeb5125,f5e30e6dc6d75b92dc1ee633cab2cf5c,washingtonpost,High-Stakes Vice Presidential Debate: Vance vs. Walz,‘There was too much agreement!’: 11 columnists on the VP debate,https://www.washingtonpost.com/opinions/2024/10/01/live-commentary-vance-walz-debate-opinions,High-Stakes Vice Presidential Debate: Vance vs. Walz
9488cf928377a331ed37e9dc60bb4f54,a135a35ce2e1b0bda9549b3c2bae20de,nytimes,High-Stakes Vice Presidential Debate: Vance vs. Walz,What to Watch For in Tuesday’s Vance-Walz Debate,https://www.nytimes.com/2024/10/01/us/politics/vance-walz-debate-what-to-watch.html,High-Stakes Vice Presidential Debate: Vance vs. Walz
aca1e96b2b0708d3b1c72945860c3f6e,a135a35ce2e1b0bda9549b3c2bae20de,foxnews,High-Stakes Vice Presidential Debate: Vance vs. Walz,"Vance, Walz spar on immigration during VP debate: Been to the border 'more than our border czar'",https://www.foxnews.com/politics/vance-walz-spar-on-immigration-during-vp-debate-been-to-the-border-more-than-our-border-czar,High-Stakes Vice Presidential Debate: Vance vs. Walz
6e71dbbcfb4b8c2485f4c576c53cc6cf,a135a35ce2e1b0bda9549b3c2bae20de,wsj,High-Stakes Vice Presidential Debate: Vance vs. Walz,Walz and Vance to Face Off in Tuesday’s VP Debate. Here’s What to Kno…,https://www.wsj.com/politics/elections/walz-vance-vp-debate-what-to-know-7145fd20,High-Stakes Vice Presidential Debate: Vance vs. Walz
3f83d9ceab28b327ed3baba377c82aa3,a135a35ce2e1b0bda9549b3c2bae20de,breitbart,High-Stakes Vice Presidential Debate: Vance vs. Walz,Nine Questions CBS News Should Ask Tim Walz During Debate,https://www.breitbart.com/2024-election/2024/10/01/nine-questions-cbs-news-should-ask-tim-walz-during-debate,High-Stakes Vice Presidential Debate: Vance vs. Walz
a074b8588c56c6c195b7c1a3342f6005,325e70f158f517f87c814be70f691e14,usatoday,High-Stakes Vice Presidential Debate: Vance vs. Walz,Opinion: CBS News gives JD Vance license to lie at VP debate. What are we doing here?,https://www.usatoday.com/story/opinion/columnist/2024/10/01/vance-walz-vice-presidential-debate-fact-check/75452783007/,High-Stakes Vice Presidential Debate: Vance vs. Walz
81b71050ad6cf73370290c11574c6a86,bfaed4af8a3d21b9db2de30ace7f2760,usatoday,High-Stakes Vice Presidential Debate: Vance vs. Walz,"Vice presidential debate fact check: What Tim Walz, JD Vance got right (and wrong)",https://www.usatoday.com/story/news/politics/2024/10/01/vp-vice-presidential-debate-fact-check-2024/75383643007,High-Stakes Vice Presidential Debate: Vance vs. Walz
61e51062890acab2281182a9894f443e,1696e3c2e07ec1bbc04c96e8f49b7f27,usatoday,High-Stakes Vice Presidential Debate: Vance vs. Walz,"VP debate: Walz bashes Trump for Iran nuclear deal, Vance invokes Reagan foreign policy",https://www.usatoday.com/story/news/politics/elections/2024/10/01/trump-iran-nuclear-deal-vp-debate/75474573007,High-Stakes Vice Presidential Debate: Vance vs. Walz
ac8b3cbff37b87e904d8784f762bf621,8e1616211b42000adde8d776d7c957b9,usatoday,High-Stakes Vice Presidential Debate: Vance vs. Walz,Democrats release new ad raising Vance's proximity to the presidency ahead of VP debate,https://www.usatoday.com/story/news/politics/elections/2024/10/01/democrats-a-heartbeat-away-ad-jd-vance/75474407007,High-Stakes Vice Presidential Debate: Vance vs. Walz
34c60916cd0a49789e17e87398f5c74a,a135a35ce2e1b0bda9549b3c2bae20de,apnews,High-Stakes Vice Presidential Debate: Vance vs. Walz,"Vance-Walz VP debate: Live updates, analysis, key moments | AP News",https://apnews.com/live/vp-debate-walz-vance-election-2024-updates,High-Stakes Vice Presidential Debate: Vance vs. Walz
681efdfe11b59532f9ae652a003e6087,8f2f385777b79437f9c1a6a97d47afd7,usatoday,High-Stakes Vice Presidential Debate: Vance vs. Walz,"Opinion: Who won the vice president debate? Vance and Walz spar on abortion, immigration.",https://www.usatoday.com/story/opinion/2024/10/01/vance-walz-vice-presidential-debate-winner-takeaways/75469250007,High-Stakes Vice Presidential Debate: Vance vs. Walz
1b3d21f438020a7fa1e6b82c7abf626e,a135a35ce2e1b0bda9549b3c2bae20de,washingtonpost,High-Stakes Vice Presidential Debate: Vance vs. Walz,"How voters view Vance and Walz, in detail",https://www.washingtonpost.com/politics/2024/10/01/how-voters-view-vance-walz-detail/,High-Stakes Vice Presidential Debate: Vance vs. Walz
2e3a41c6c07571d65bd35bef15efc3a2,a135a35ce2e1b0bda9549b3c2bae20de,breitbart,High-Stakes Vice Presidential Debate: Vance vs. Walz,Pollak: Seven Questions to Expect from the VP Debate,https://www.breitbart.com/politics/2024/09/30/pollak-five-questions-to-expect-from-the-vp-debate,High-Stakes Vice Presidential Debate: Vance vs. Walz
b9d3d1226d5bfd5a954918643851496e,a135a35ce2e1b0bda9549b3c2bae20de,usatoday,High-Stakes Vice Presidential Debate: Vance vs. Walz,6 important things to watch at the Tim Walz-JD Vance debate,https://www.usatoday.com/story/news/politics/elections/2024/09/30/vp-debate-vance-walz-six-things-to-watch/75360907007/,High-Stakes Vice Presidential Debate: Vance vs. Walz
288944306a6e63f4be83651c9146604a,a135a35ce2e1b0bda9549b3c2bae20de,cnn,High-Stakes Vice Presidential Debate: Vance vs. Walz,What Walzâ€™s and Vanceâ€™s past debates may reveal about Tuesdayâ€™s high-stakes matchup | CNN Politics,https://www.cnn.com/2024/09/30/politics/vance-walz-past-debates/index.html,High-Stakes Vice Presidential Debate: Vance vs. Walz
2bf2d17a7282c7ab5036b6e1721feb75,a135a35ce2e1b0bda9549b3c2bae20de,huffpost,High-Stakes Vice Presidential Debate: Vance vs. Walz,Walz And Vance Go In Depth On Policy While Attacking Each Other's Running Mates In VP Debate,https://www.huffpost.com/entry/vp-debate-walz-vance-election-2024-debate_n_66fbde8de4b0453dc1ee0cc4,High-Stakes Vice Presidential Debate: Vance vs. Walz
f5e7502f9cebb7065bd9369a61710628,a135a35ce2e1b0bda9549b3c2bae20de,usatoday,High-Stakes Vice Presidential Debate: Vance vs. Walz,"What time is the VP debate tonight? How to watch Vance, Walz face off in 2024 election clash",https://www.usatoday.com/story/news/politics/elections/2024/10/01/what-time-is-debate-tonight/75452516007/,High-Stakes Vice Presidential Debate: Vance vs. Walz
735166bfe7d9479a46a7dec4580100f0,a135a35ce2e1b0bda9549b3c2bae20de,theguardian,High-Stakes Vice Presidential Debate: Vance vs. Walz,US voters want to hear about economy and immigration in Walz-Vance debate,https://www.theguardian.com/us-news/2024/oct/01/vance-walz-vice-presidential-debate,High-Stakes Vice Presidential Debate: Vance vs. Walz
4e9271b7a80a03d819b9fbc4ffa623d6,a135a35ce2e1b0bda9549b3c2bae20de,cnn,High-Stakes Vice Presidential Debate: Vance vs. Walz,"Heading into the vice presidential debate spotlight, Tim Walz is fighting nerves | CNN Politics",https://www.cnn.com/2024/09/28/politics/tim-walz-vice-president-debate/index.html,High-Stakes Vice Presidential Debate: Vance vs. Walz
993d87b68f2c44f81a402f88ee38cfa6,8930c5f9bd2b5f59bf3447d75bebb44e,huffpost,High-Stakes Vice Presidential Debate: Vance vs. Walz,JD Vance's Mic Gets Cut During Immigration Question At Vice Presidential Debate,https://www.huffpost.com/entry/jd-vance-fact-check-mic-cut-vice-presidential-debate_n_66fca3e8e4b0ccc050c4f765,High-Stakes Vice Presidential Debate: Vance vs. Walz
506d0d4737a288391db6c02522d8a6aa,8930c5f9bd2b5f59bf3447d75bebb44e,washingtonpost,High-Stakes Vice Presidential Debate: Vance vs. Walz,JD Vance’s mic is muted during debate exchange on immigration,https://www.washingtonpost.com/politics/2024/10/01/vp-debate-mic-muted-vance-cbs-fact-check-immigration,High-Stakes Vice Presidential Debate: Vance vs. Walz
0ffd654ef3f4f8f6f26e2f08c004f788,a135a35ce2e1b0bda9549b3c2bae20de,usatoday,High-Stakes Vice Presidential Debate: Vance vs. Walz,"Who faces more pressure? Vance, Walz square off in unusually high-stakes VP debate",https://www.usatoday.com/story/news/politics/elections/2024/10/01/debate-vp-vance-walz-high-stakes/75351113007/,High-Stakes Vice Presidential Debate: Vance vs. Walz
5ff8d424e00f0049c4cd68c4ed307605,a135a35ce2e1b0bda9549b3c2bae20de,foxnews,High-Stakes Vice Presidential Debate: Vance vs. Walz,The VP Debate Spin Room,https://www.foxnews.com/live-news/the-vp-debate-spin-room,High-Stakes Vice Presidential Debate: Vance vs. Walz
6aaa498f9be3b5e6467259255f4431e8,a135a35ce2e1b0bda9549b3c2bae20de,huffpost,High-Stakes Vice Presidential Debate: Vance vs. Walz,How Tim Walz Weathered A Barrage Of Early Republican Attacks,https://www.huffpost.com/entry/tim-walz-national-guard-jd-vance_n_66fafdcfe4b029b6b7a6fa60,High-Stakes Vice Presidential Debate: Vance vs. Walz
1bf9784ad61193f3b4137a8272f4f375,a135a35ce2e1b0bda9549b3c2bae20de,foxnews,High-Stakes Vice Presidential Debate: Vance vs. Walz,How to watch the Fox News - CBS News Vice Presidential Debate Simulcast,https://www.foxnews.com/politics/how-watch-fox-news-cbs-vice-presidential-debate-simulcast,High-Stakes Vice Presidential Debate: Vance vs. Walz
c485778fecd9bb2373847099d4729702,a135a35ce2e1b0bda9549b3c2bae20de,nytimes,High-Stakes Vice Presidential Debate: Vance vs. Walz,We Watched Tim Walz’s Old Debates. Here’s What We Learned.,https://www.nytimes.com/2024/09/30/us/politics/tim-walz-debate-history.html,High-Stakes Vice Presidential Debate: Vance vs. Walz
985b21871098963b5aebf30958c42a35,a135a35ce2e1b0bda9549b3c2bae20de,theguardian,High-Stakes Vice Presidential Debate: Vance vs. Walz,Tim Walz’s midwestern charm boosts Harris – can he help sell her economic vision?,https://www.theguardian.com/us-news/2024/oct/01/tim-walz-debate-jd-vance,High-Stakes Vice Presidential Debate: Vance vs. Walz
cb63100a1e237df1586b39acafbe01dc,a135a35ce2e1b0bda9549b3c2bae20de,foxnews,High-Stakes Vice Presidential Debate: Vance vs. Walz,Fox News Top Talent React to CBS News Vice Presidential Debate,https://www.foxnews.com/live-news/fox-news-top-talent-react-to-cbs-news-vice-presidential-debate,High-Stakes Vice Presidential Debate: Vance vs. Walz
edbeb9701557b5c5923dad061239957f,a135a35ce2e1b0bda9549b3c2bae20de,foxnews,High-Stakes Vice Presidential Debate: Vance vs. Walz,Fox News Power Rankings: Trump maintains lead on 2 top issues ahead of VP debate,https://www.foxnews.com/politics/power-rankings-trump-maintains-lead-two-top-issues-ahead-vp-debate,High-Stakes Vice Presidential Debate: Vance vs. Walz
4064e514dc8f1834359177b5e823590f,a135a35ce2e1b0bda9549b3c2bae20de,nytimes,High-Stakes Vice Presidential Debate: Vance vs. Walz,We Watched Vance’s Old Debates. Here’s What We Learned.,https://www.nytimes.com/2024/09/30/us/politics/vance-debate-style.html,High-Stakes Vice Presidential Debate: Vance vs. Walz
266330274ea2a5b075146f3a4c7dc3d8,72a7308930e1a897361cb916d55b410d,nytimes,High-Stakes Vice Presidential Debate: Vance vs. Walz,Opinion | Conversations and insights about the moment.,https://www.nytimes.com/live/2024/09/25/opinion/thepoint/debate-vance-walz-family,High-Stakes Vice Presidential Debate: Vance vs. Walz
31b6682cb63f8f50d709e8c3dfc1df40,2687dd97dabec556277bbd639f2ff4ef,nytimes,High-Stakes Vice Presidential Debate: Vance vs. Walz,The Ghosts of Vice-Presidential Debates Past,https://www.nytimes.com/2024/10/01/us/politics/past-vice-presidential-debates-history.html,High-Stakes Vice Presidential Debate: Vance vs. Walz
3cd1e60182edcc53d58c85a11e0993d6,a7eb841f039b419c23574f1b8a7c6017,nytimes,High-Stakes Vice Presidential Debate: Vance vs. Walz,"When an Ohioan Debates a Minnesotan, the Midwest Takes Center Stage",https://www.nytimes.com/2024/10/01/us/vice-presidents-vance-walz-midwest.html,High-Stakes Vice Presidential Debate: Vance vs. Walz
0553458757f98e8a0ad8afdd2fd46f1d,de84db019a459982a2dea9ccc60f7f48,washingtonpost,High-Stakes Vice Presidential Debate: Vance vs. Walz,What we’re watching in tonight’s first and only VP debate,https://www.washingtonpost.com/politics/2024/10/01/what-were-watching-tonights-first-only-vp-debate,High-Stakes Vice Presidential Debate: Vance vs. Walz
324ec4266b549b0bacab1a25cb047056,329d561d9512db4f10292d750b5276d2,foxnews,High-Stakes Vice Presidential Debate: Vance vs. Walz,DAVID MARCUS: The Vance vs. Walz debate is best scored using boxing rules,https://www.foxnews.com/opinion/david-marcus-vance-vs-walz-debate-best-scored-using-boxing-rules,High-Stakes Vice Presidential Debate: Vance vs. Walz
f58a8a87a398abbdb4a0111af54dd5eb,0b64446be126185732961284d78cedf6,breitbart,High-Stakes Vice Presidential Debate: Vance vs. Walz,MSNBC's McCaskill: 'We Need to Lower Expectations' for Walz Debate Performance,https://www.breitbart.com/clips/2024/09/30/msnbcs-mccaskill-we-need-to-lower-expectations-for-walz-debate-performance,High-Stakes Vice Presidential Debate: Vance vs. Walz
7adcdb2bd4e9b4a97a5e653a9679ed31,3f605b748a28ad93c7700e9669171de8,washingtonpost,High-Stakes Vice Presidential Debate: Vance vs. Walz,"Live updates: Analysis, key moments from Vance-Walz VP debate",https://www.washingtonpost.com/elections/2024/10/01/vice-presidential-debate-live-updates,High-Stakes Vice Presidential Debate: Vance vs. Walz
6e44a29e34b7ee45ff97bf7161d6ef30,3f605b748a28ad93c7700e9669171de8,washingtonpost,High-Stakes Vice Presidential Debate: Vance vs. Walz,"Analysis, key moments from the Vance-Walz VP debate",https://www.washingtonpost.com/elections/2024/10/01/vice-presidential-debate-live-updates/,High-Stakes Vice Presidential Debate: Vance vs. Walz
bc1368b87b0f7266fa1c8deabc1ff249,ac72023c2a6565e696f6e97d1214bbb4,washingtonpost,Hurricane Helene: A Devastating Toll on North Carolina,Why Helene’s floods caught North Carolina off guard,https://www.washingtonpost.com/weather/2024/09/30/helene-north-carolina-evacuation-flooding,Hurricane Helene: A Devastating Toll on North Carolina
ef75fe47ba0dbbe9dde4ed5776f66483,ac72023c2a6565e696f6e97d1214bbb4,huffpost,Hurricane Helene: A Devastating Toll on North Carolina,Supplies Arrive By Plane And Mule To North Carolina As Helene Death Toll Tops 100,https://www.huffpost.com/entry/hurricane-helene-supplies-rushed-north-carolina_n_66fa8dc8e4b0a61d19be7d7e,Hurricane Helene: A Devastating Toll on North Carolina
0067a728a197dcfaaf1bdce586e907d6,ac72023c2a6565e696f6e97d1214bbb4,cnn,Hurricane Helene: A Devastating Toll on North Carolina,"â€˜I just hugged them, criedâ€™: Man hikes 11 miles and 2,200 feet high to reach his parents in North Carolina | CNN",https://www.cnn.com/2024/09/30/us/helene-north-carolina-asheville-communites/index.html,Hurricane Helene: A Devastating Toll on North Carolina
c301b19e3db9314ee1b10ca4e3a01850,ac72023c2a6565e696f6e97d1214bbb4,theguardian,Hurricane Helene: A Devastating Toll on North Carolina,More than 150 dead after Hurricane Helene dumps over 40tn gallons of rain,https://www.theguardian.com/us-news/2024/oct/01/hurricane-helene-rainfall,Hurricane Helene: A Devastating Toll on North Carolina
f78b7cd2fbce509f5c2515c36424ca10,ac72023c2a6565e696f6e97d1214bbb4,washingtonpost,Hurricane Helene: A Devastating Toll on North Carolina,How Helene demolished a once-bustling North Carolina lake town,https://www.washingtonpost.com/climate-environment/2024/10/01/lake-lure-helene-dam-flood,Hurricane Helene: A Devastating Toll on North Carolina
125c94807e352ddadd6304c5186c027d,ac72023c2a6565e696f6e97d1214bbb4,nytimes,Hurricane Helene: A Devastating Toll on North Carolina,Helene Rescue Teams Push Through Debris to Find People and Restore Power,https://www.nytimes.com/2024/10/01/us/helene-storm-north-carolina-aftermath.html,Hurricane Helene: A Devastating Toll on North Carolina
2bf71e53dad3cc2ddb2540a550ca31d6,ac72023c2a6565e696f6e97d1214bbb4,washingtonpost,Hurricane Helene: A Devastating Toll on North Carolina,"As death toll mounts, Helene rescue efforts underway across Southeast",https://www.washingtonpost.com/weather/2024/10/01/hurricane-helene-aftermath-north-carolina-floods-damage,Hurricane Helene: A Devastating Toll on North Carolina
02fbe425c308c68e1af573ad28d48081,ac72023c2a6565e696f6e97d1214bbb4,huffpost,Hurricane Helene: A Devastating Toll on North Carolina,Search Crews With Cadaver Dogs Wade Through Muck Of Communities ‘Wiped Off The Map’ By Helene,https://www.huffpost.com/entry/crews-search-survivors-north-carolinas-mountains-days-after-helene_n_66fc1a60e4b0453dc1ee373e,Hurricane Helene: A Devastating Toll on North Carolina
7b258efe713cc142ce4e266cf9762c12,ac72023c2a6565e696f6e97d1214bbb4,usatoday,Hurricane Helene: A Devastating Toll on North Carolina,Helene's brutal toll: More than 100 dead; Biden to survey damage: Monday updates,https://www.usatoday.com/story/news/nation/2024/09/30/helene-aftermath-live-updates-monday-north-carolina/75447978007/,Hurricane Helene: A Devastating Toll on North Carolina
ce7b555ae3c7a89e9ab0dad4c31a831a,c905d7c5238bf1e5cfc0805fc51d0908,huffpost,Hurricane Helene: A Devastating Toll on North Carolina,Stunning Video Shows North Carolina Lake Packed With Ruins Of Nearby Village After Storm,https://www.huffpost.com/entry/chimney-rock-destruction-packs-lake-lure_n_66fae39ae4b0a61d19bebd24,Hurricane Helene: A Devastating Toll on North Carolina
066887dcc08526d2a460da57a5ab3f22,27aa3e24d73d9247ebcd653e648b9c12,apnews,Hurricane Helene: A Devastating Toll on North Carolina,How to help those affected by Hurricane Helene,https://apnews.com/article/hurricane-helene-how-to-help-philanthropy-e46ccf3375262b9e32c3bb3939b02408,Hurricane Helene: A Devastating Toll on North Carolina
48f80a637473a64cbc23d2c7f74ea797,b384cc5387696d895fd496dd98b8f080,washingtonpost,Hurricane Helene: A Devastating Toll on North Carolina,"Before the floods, Asheville was called a ‘climate haven.’ Is anywhere safe?",https://www.washingtonpost.com/climate-environment/2024/10/01/asheville-climate-haven-flooding-hurricane,Hurricane Helene: A Devastating Toll on North Carolina
